course_id,course_number,current_title,current_period_count,suggested_period_count,confidence,candidate_1,candidate_2,candidate_3,coi_snippet,notes
6cce0a7b-be86-4314-a2f0-c49108fc4539,FYE 101,First-Year Experience 101,,1,low,Lrn Strt 101 | Learning Strategies for Academic and Career Success | 0(1),Mil Tng 101 | Operation Air Force-Preflight (3°) | 0(0),,"s-on application class that allows students to practice problem-solving skills and to communicate solutions and rationale in an appropriate manner. Cadets cannot earn credit for both Law 421 and Law 422. Final paper, project, report, or exam. Prereq: Law 220 and C1C standing or departmental approval. Sem hrs: 3 spring. Law 440. Cyber Law. 3",review suggested_period_count against COI
14cb8808-dd6d-411d-89a6-5e42a57be85d,FYE 102,First-Year Experience 102,,,none,,,,,review suggested_period_count against COI
c50776c5-a8b9-4016-9d5a-dfc5768d33a3,French 321,Advanced French I,,1,low,Astr Engr 321 | Intermediate Astrodynamics | 3(1),ECE 321 | Electronics I | 3(2),History 321 | STEM at War: History of Technology and Warfare | 3(1),"ng 2°s are required to complete two summer periods of Armnshp 472 or Armnshp 473, will forego break, and complete Mil Tng 201, Ops AF, as part of scheduled Armnshp 475. Mil Tng 201 credit is granted by CW, at CW discretion. Limited-on- Season (LOS) status (i.e. excusal from intramurals) is afforded on scheduled days; on squa",review suggested_period_count against COI
ea216735-65dc-4243-9670-0cc74c8e5a88,French 365,French Civilization and Culture,,1,low,Beh Sci 365 | Sociological Theory | 3(1),Biology 365 | Synthetic Biology and Biotechnology Seminar I | 1.5(1),Econ 365 | Econometrics I | 3(1),"erstand the nature and causes of individual behavior in social situations. In other words, social psychology explains how the average person reacts to various social pressures. Topics covered include social perception, attitudes, prejudice and discrimination, interpersonal attraction, social influence, prosocial be",review suggested_period_count against COI
1190436d-f001-47aa-8cb2-1f1a691098a5,German 365,German Civilization and Culture,,1,low,Beh Sci 365 | Sociological Theory | 3(1),Biology 365 | Synthetic Biology and Biotechnology Seminar I | 1.5(1),Econ 365 | Econometrics I | 3(1),"erstand the nature and causes of individual behavior in social situations. In other words, social psychology explains how the average person reacts to various social pressures. Topics covered include social perception, attitudes, prejudice and discrimination, interpersonal attraction, social influence, prosocial be",review suggested_period_count against COI
597e4109-b328-4e36-9668-acba2e6b4633,German 411,Germany from Unification to Reunification,,1,low,Econ 411 | Introduction to Game Theory | 3(1),English 411 | War Stories | 3(1),Mgt 411 | Business Ethics | 3(1),"fective leaders. Graduates can apply these skills to analyze economic policy, defense economics, engineering economics, and personal finance issues. Graduates will also develop literacy in the national and international economic environment in order to understand contemporary issues and public policy. Students will be a",review suggested_period_count against COI
55ae91a7-fc09-432f-b2a0-8ed643ea8249,German 421,German Thought,,2,low,Data 421 | Data Science Capstone I | 3(2),Interdis 421 | Problems in Strategy & Tactics | 3(1),Law 421 | Law for Commanders | 3(1),"equired. Final project. Prereq: None. Sem hrs: 3 fall or spring. Creat Art 320. Painting. 3(1). This course features hands-on Lessons that focus on visual artistic expression through applying traditional and modern acrylic painting techniques. A variety of painting styles, subjects, and approaches are covered",review suggested_period_count against COI
72d7c20b-6653-4dd4-82ca-aff5b12c05aa,German 430,German Cinema,,1,low,Portuguese 430 | Cinema across Portuguese-Speaking Cultures | 3(1),Chinese 430 | Exploring Chinese Culture through Formulaic Expressions | 3(1),For Ar Stu 430 | Model African Union (MAU) | 3(1),cessfully complete CSSAP or CSEAP with course credit for the relevant language corresponding to the program in which they participate. Pass/fail. Prereq: DFLCP selection. Sem hrs: 3 fall. Arabic 402 Arabic Semester Abroad Language Credit (Fall) Chinese 402 Chinese Semester Abroad Language Credit (Fall) French,review suggested_period_count against COI
9282db6077214c139da96c4aea1ad9d4,HUM 200S,Introduction to the Humanities,,1,medium,Hum 200S | Introduction to the Humanities | 3(1),English 200S | Literature and the Fine Arts I (Medieval Period to the Enlightenment) | 3(1),,"dets to the vast array of interactions and the impacts of these contacts, both in the metropole and the colony. The course will also highlight colonial critiques of empire, building towards the era of rapid decolonization. It will analyze the challenges and opportunities facing both newly independent nation-states and thei",review suggested_period_count against COI
767c41443b5c43b198a9e98bc6a761d7,LAW 351,U.S. Constitutional Law,,1,low,Aero Engr 351 | Aircraft Performance and Static Stability | 3(1),Astr Engr 351 | Rocket Propulsion | 3(1),Civ Engr 351 | Civil Engineering Practices - Field Engineering | 3(0),"ndicating the contact hours and scheduling pattern for the course as follows: CONTACT HOURS AND SCHEDULING PATTERN CODES CONTACT HOURS SCHEDULING PATTERN 0 1 1x 2 2' 2x 2"" 2xx 3 Course not scheduled by DFVR; cadet, instructors, and department make individual arrangements One 53-minute period per Lesso",review suggested_period_count against COI
90edc889-c4c2-4598-94cc-2078c6d8e18a,Law 466,Advanced Law of War Topics,,1,low,Biology 466 | Advanced Biotechnology Seminar II | 1.5(1),Econ 466 | Advanced Econometrics | 3(1),Aero Engr 466 | Propulsion II | 3(1),"the modern molecular biology and genetic engineering laboratory. Instructor-assisted laboratory exercises with complementary lectures will focus on bacterial genetics, preparation and analysis of nucleic acids, recombinant DNA construction, bacterial transformation, analysis of cloned gene products, chromatographic separation of b",review suggested_period_count against COI
25ae0715-710d-425b-8315-f1e4697206c5,Ldrshp 100,Interpersonal Foundations,,2,low,Chem 100 | General Chemistry I Lecture and Lab | 4(2),History 100 | The History of Modern Warfare | 3(1),Mil Tng 100 | Basic Cadet Training (BCT) | 0(0),"75% to meet Academy Graduation requirements. Sem hrs: 0 fall or spring. This course, integrated with Leadership 200 and CE200, is a contributor to the development and assessment of the Leadership, Teamwork, and Organizational Management outcome. CE and CL courses are taught within a 10 Lesson block scheduled during the academi",review suggested_period_count against COI
8d6281bf-de0a-4e86-a854-4737b5d4bd48,Ldrshp 200,Foundations for Interpersonal Leadership,,2,low,Chem 200 | General Chemistry II Lecture and Lab | 4(2),History 200 | The Historian's Craft: Introduction to Historical Methodology | 3(1),Philos 200 | Introduction to Philosophy | 3(1),"ively fulfill their role as team leaders and stewards of culture and climate in the Cadet Wing. Pass/Fail. Prereq: CL200. Assessment: Closed-book test. Grading criteria: Each cadet must complete each closed-book test and score at least 75% to meet Academy Graduation requirements. Sem hrs: 0 fall or spring. This course, integ",review suggested_period_count against COI
13244e39-8a28-4df3-857f-dca53ea5c440,Ldrshp 300,Foundations for Team Leadership,,0,low,Aviation 300 | Powered Flight Training Ground School | 0(0),Creat Art 300 | Creative Writing: Prose (Fiction/Nonfiction) | 3(1),English 300 | Literary and Linguistic Problems | 3(1),its are examined. Least Squares and Kalman filter estimation techniques are applied to the orbital prediction problem using batch and sequential processing. Structured computer programming is used extensively in problem solutions. Final exam. Prereq: Astr Engr 321. Sem hrs: 3 spring. Astr Engr 423. Space Mission Design. 3(1),review suggested_period_count against COI
07a26750-eae9-41d7-907f-39304f1f107a,Ldrshp 400,Leadership Capstone,,1,low,Engr 400 | Divisional Seminar | 3(1),For Ar Stu 400 | Intercultural Competence | 1(0),For Lang 400 | Intensive Language Study | 3(0),"ion and interpolation, discrete Fourier transform, and the fast Fourier transform. Final project. Prereq: ECE 333. Sem hrs: 3 fall. ECE 444. Applied Electromagnetics. 3(1). This course offers an in-depth exploration of applied electromagnetics, with a focus on key areas including antenna theory and design",review suggested_period_count against COI
0cb16d32-6ac1-4121-b40d-128b0cbe3d8f,Lrn Strt 102,Learning Strategies for Academic and Career Success (Abridged),,,none,,,,,review suggested_period_count against COI
8a86b47b-a6e1-4200-a67f-26edea3313af,ME 205,Engineering Tools Seminar,,1,medium,Mech Engr 205 | Engineering Tools Seminar | 1(1),Mil Tng 205 | Wing Summer Support | 0(0),,"ry for technical disciplines. Topics include differential and integral vector calculus (surface integrals, flux, Divergence Theorem, Stokes’ Theorem); systems of ordinary differential equations and their applications; Fourier series; orthogonal functions; partial differential equations (e.g., separation of variables, transf",review suggested_period_count against COI
f028b4bc-6dad-4667-82b3-ea6309e26cc1,Math 141,Calculus I,,,none,,,,,review suggested_period_count against COI
4aa89472-0566-4aee-9604-65d51f485adc,Math 374,Combinatorics and Graph Theory,,1,low,Econ 374 | Survey of International Economics | 3(1),,,"stone experience. Students will continue work on a significant multi-disciplinary project centered on the acquisition, curation, and analysis of data. Final project. Prereq: Data 421 or course director approval. Sem hrs: 3 spring. Data 495. Special Topics. 3(1). Selected topics in data science. Final exam or final p",review suggested_period_count against COI
baa27e60-31e9-43d2-8dab-6694f57b2b02,Mech Engr 340,Introduction to Materials Science and Engineering,,1,low,Geo 340 | Introduction to Geographic Information Systems | 3(1),Creat Art 340 | Fiction and Future Conflict | 3(1),Econ 340 | Economics of Inequality | 3(1),"ls, and institutions of the period roughly from the October Revolution in 1917 to the disintegration of the Union of Soviet Socialist Republics in 1991. Students will analyze primary sources such as articles, diaries, films, interviews, photographs, and speeches. Through the close reading and discussion of these texts, students will conve",review suggested_period_count against COI
ae990922-03be-4f98-bbe4-527399bf9bd4,Mech Engr 350,Mechanical Behavior of Materials,,1,low,Chem 350 | Chemistry of Weapons | 3(1),Comp Sci 350 | Software Engineering | 3(1),Econ 350 | Intermediate Macroeconomics | 3(1),"ndation in inquiry based learning to facilitate the development of critical thinking skills, data driven decision making, and technical writing skills. Topics to include atomic and molecular structure, electronic structure, oxidation-reduction reactions, stoichiometry, chemical bonding and structure, chemical anal",review suggested_period_count against COI
79fb6c83-11d9-4cc7-9e21-edf8ec73f9ea,Mech Engr 421,Vibrations,,2,low,Data 421 | Data Science Capstone I | 3(2),Interdis 421 | Problems in Strategy & Tactics | 3(1),Law 421 | Law for Commanders | 3(1),"equired. Final project. Prereq: None. Sem hrs: 3 fall or spring. Creat Art 320. Painting. 3(1). This course features hands-on Lessons that focus on visual artistic expression through applying traditional and modern acrylic painting techniques. A variety of painting styles, subjects, and approaches are covered",review suggested_period_count against COI
b3deeecc-1c4f-496a-85dd-bd5814fe2336,Mech Engr 431,Introduction to Finite Element Analysis,,1,low,Astr Engr 431 | Space Warfighting Payload Design | 3(1),Biology 431 | Microbiology Lab | 3(2),Chem 431 | Theoretical Inorganic Chemistry | 3(1),"Offered by the Department of Astronautics (DFAS) Astr Engr 201. Technology Skills for Astronautics. 1(1). A self-paced course designed to provide the programming, modeling, and simulation skills required in the various courses in the Astr Engr major. Students will be introduced to the MatLab/Simulink tools for programming,",review suggested_period_count against COI
5e371f4a-f1be-4383-ba53-e2c522be6866,Mech Engr 445,Failure Analysis and Prevention,,1,low,Astr Engr 445 | Spacecraft Attitude Dynamics and Control | 3(1),Chem 445 | Advanced Laboratory Techniques | 3(2),For Ar Stu 445 | Advanced Model North Atlantic Treaty Organization (AMNATO) | 3(1),"mination and prediction, orbit maneuvers, perturbations, rendezvous and proximity operations. Emphasis is on the design and use of structured computer programs to solve real-world astrodynamics problems. Programming experience is recommended. Final exam. Prereq: Astr Engr 201 or Comp Sci 211; Astr Engr 310; completed or enrolled in Mat",review suggested_period_count against COI
a3f6b6e4-65ea-4128-907a-82e5f05ce736,Mech Engr 450,Aerospace Composite Materials,,1,low,Econ 450 | International Economics | 3(1),Physics 450 | Nuclear Weapon Effects | 3(1),,"cs may include auctions, intertemporal choice, choice under uncertainty, finite resources, and others. Final exam. Prereq: Econ 332. Sem hrs: 3 spring Econ 340. Economics of Inequality. 3(1) This course examines inequality of income, wealth, and health with a large focus on the United States. We’ll consider factor",review suggested_period_count against COI
528b36d3-cec1-47b0-9705-6c569560aecd,Meteor 432,Boundary Layer Structure and Processes,,1,low,Chem 432 | Special Topics in Inorganic Chemistry | 3(1),,,"ional groups; introduction to carbohydrates, lipids, amino acids and proteins, and nucleic acids; basic aspects of polymer chemistry. This is a service course primarily designed for Biology and Basic Science majors. Chemistry majors and those cadets desiring to apply for medical school will not take this course in lieu of Chem 23",review suggested_period_count against COI
875b16a5-15e5-42f0-8d5e-9de59577247c,Meteor 450,Tropical Meteorology,,1,low,Econ 450 | International Economics | 3(1),Physics 450 | Nuclear Weapon Effects | 3(1),,"cs may include auctions, intertemporal choice, choice under uncertainty, finite resources, and others. Final exam. Prereq: Econ 332. Sem hrs: 3 spring Econ 340. Economics of Inequality. 3(1) This course examines inequality of income, wealth, and health with a large focus on the United States. We’ll consider factor",review suggested_period_count against COI
1f2fd88b-8f9c-4b6c-a062-a49e57610889,Mgt 472,Strategic Management Capstone,,1,low,Aero Engr 472 | Advanced Computational Aerodynamics | 3(1),Armnshp 472 | Basic Soaring IP | 0(3),Comp Sci 472 | Autonomous Systems Integration | 3(1),"g. This course is a contributor to the development and assessment of the Application of Engineering Problem-Solving Methods outcome. Aero Engr 341. Aeronautical Fluid Dynamics. 3(1). Fluid properties, the basic equations of motion: the continuity equation, conservation of linear momentum, and conservation of energy (both the di",review suggested_period_count against COI
25c8d43c-7bde-4ab0-9a76-f555985cc028,Mil Tng 220,Combat Survival Training (CST) (Student Course),,1,low,Comp Sci 220 | Data Structures and Systems Programming | 3(1),History 220 | Let Freedom Ring?: American History since Reconstruction | 3(1),Law 220 | Law for Department of the Air Force Officers | 3(1),endent Study. 3(0). Individual study and research in an advanced civil engineering topic approved by the department head. Final report. Sem hrs: 3 fall or spring. Civ Engr 499A. Independent Study. 2(0). Sem hrs: 2 fall or spring. Civ Engr 499B. Independent Study. 1.5(0). Sem hrs: 1.5 fall or spring. Civ Engr 499C. Independe,review suggested_period_count against COI
904180b5-a1e1-4a5f-98c8-c6556d12eb11,Mil Tng 270,Expeditionary Skills Training,,1,low,History 270 | Modern East Asian History | 3(1),,,"the influence of geography on military operations and the impacts of military activities on places and the environment. Topics include accounting for physical and cultural geography in operational planning, spatial variability in military-civil society relations, and the effect of military activities at a variety of scal",review suggested_period_count against COI
f24dad99-113d-40f5-9ac8-6796957f8988,Mil Tng 320,Combat Survival Training (CST) (Cadre),,1,low,Biology 320 | Biomechanics | 3(1),Creat Art 320 | Painting | 3(1),History 320 | Winged Defense: The History of Airpower | 3(1),"n personality development from the sociocultural perspective. Theoretical concepts are examined to understand individual personality development, relevant current and historical issues, and applications to military leadership. Final exam or final project. Prereq: Beh Sci 110. Sem hrs: 3 fall. Beh Sci 39",review suggested_period_count against COI
22443a4f-6c45-4178-9a04-9b0f8531f8ee,PE 112,Physical Development,,,none,,,,,review suggested_period_count against COI
d980b0fb-bac7-4997-9059-cb00d27bf1b9,PE 222,Water Survival,,2,low,Chem 222 | Analytical Chemistry | 4(2),For Lang 222 | Continued refinement of target language | 3(1),,l Management Outcome and the Ethics and Respect for Human Dignity Outcome. CE and CL courses are taught within a 10 Lesson block scheduled during the academic day. Cadet Leadership Enrichment Seminar (CLES). 0(0). This program is held for the cadet wing leadership and other cadet leaders across the Academy an,review suggested_period_count against COI
92d46853-c7f8-4033-9b82-c4cbef74afb5,PE 315,Combatives II,,1,low,Aero Engr 315 | Fundamentals of Aeronautics | 3(1),Creat Art 315 | Drawing and Visual Design | 3(1),ECE 315 | Principles of Air Force Electronic and Cyber Systems | 3(1),Leading People Exhibit sound decision-making while appreciating and motivating others with respect and empathy. USAFA will consider the following as a minimum when leading people: Quality 9: Exhibit effective team leadership by exercising emotional intelligence rooted in self-awareness and empathy in appropriately m,review suggested_period_count against COI
49c9e857726c4d22a0e91b4759c220bc,PHILOS 365,C.S. Lewis and Philosophy,,1,low,Beh Sci 365 | Sociological Theory | 3(1),Biology 365 | Synthetic Biology and Biotechnology Seminar I | 1.5(1),Econ 365 | Econometrics I | 3(1),"erstand the nature and causes of individual behavior in social situations. In other words, social psychology explains how the average person reacts to various social pressures. Topics covered include social perception, attitudes, prejudice and discrimination, interpersonal attraction, social influence, prosocial be",review suggested_period_count against COI
ba6566ff-94cf-47d7-9691-98d855bd3ac4,Phy Ed 110,Boxing,,1,low,Beh Sci 110 | Using Psychology in the Modern World | 3(1),Comp Sci 110 | Introduction to Computing and Cyber Operations | 3(1),Physics 110 | General Physics I with Laboratory | 4(2),"ign, fabricate, test, and fly actual spacecraft as a rideshare on a space launch vehicle. Course also includes opportunities to operate on-orbit small satellites. Final project or report. Coreq: Astr Engr 310. Prereq: C1C standing and department approval. Sem hrs 4 spring. Astr Engr 445. Spacecraft Attitude Dynamics and Contr",review suggested_period_count against COI
e9852f2f-b6dc-4a0a-97f8-91495cdfce88,Phy Ed 111,Swimming,,1,low,English 111 | Introductory Composition and Research | 3(1),,,"niques, such as: amplitude/frequency/phase modulation, filtering, encoding/decoding, sampling, analogto-digital conversion, multipath, channel noise, and antenna selection. Students will use contemporary software tools, such as Python and GNU Radio Companion to implement complete transmitting and receiving systems using SDRs. Final pr",review suggested_period_count against COI
6c0b2cc3-ade0-47ca-bccd-5c0c55522b9b,Phy Ed 112,Physical Development,,,none,,,,,review suggested_period_count against COI
e0913533-6176-4b4a-82ee-c6029b975e21,Phy Ed 113,Fundamentals of Physical Development,,,none,,,,,review suggested_period_count against COI
ab41b642-8ec8-4eff-8d94-be06088836a2,Phy Ed 119,Basic Swimming,,,none,,,,,review suggested_period_count against COI
df09c4fb-3779-4d85-ab49-6e5bfd43e63a,Phy Ed 152,Intercollegiate Sports,,1,low,Math 152 | Advanced Placed Calculus II | 3(1),,,"man resources and identifying possible structures for processes. Case studies and course assignments illustrate problems that engage the students in critical thinking. The class project will provide students with the opportunity to integrate project management techniques, project management software, and other tools in",review suggested_period_count against COI
f6c25038-5e2c-49fc-a88b-0387584c7ddb,Phy Ed 211,Basic Water Survival,,1,low,Portuguese 211 | Accelerated Basic Portuguese I | 3(1),Comp Sci 211 | Introduction to Programming for Scientists and Engineers | 4(2),English 211 | Literature and Intermediate Composition | 3(1),"ject or paper. Prereq: C1C or C2C standing, course director’s approval. Sem hrs: 3 spring. For Ar Stu 425. Advanced Model Organization of American States (AMOAS). 3(1). Advanced inter-departmental, inter-disciplinary seminar on contemporary issues on Latin America, preparing students for regional or national-level competi",review suggested_period_count against COI
585bd559-385a-43db-81ab-53b766cc8892,Phy Ed 215,Combatives I,,2,low,Biology 215 | Introductory Biology with Laboratory | 4(2),Civ Engr 215 | Computer Applications for Civil Engineers | 3(1),ECE 215 | Principles of Electronic Cyber Warfare | 3(1),"round crews and their supervisors. Students review the body of knowledge demonstrating how human flight-related performance is based on psychological and physiological capabilities and limitations that, in turn, influence the ability of humans to interact within the systems design constraints. Students also learn how the applicatio",review suggested_period_count against COI
e446d907-acf0-41da-8296-36847a333e65,Phy Ed 219,Fundamentals of Personal Water Safety,,,none,,,,,review suggested_period_count against COI
9d886e31-6e7b-4c3a-9cdc-18014cc04abc,Phy Ed 222,Water Survival,,2,low,Chem 222 | Analytical Chemistry | 4(2),For Lang 222 | Continued refinement of target language | 3(1),,l Management Outcome and the Ethics and Respect for Human Dignity Outcome. CE and CL courses are taught within a 10 Lesson block scheduled during the academic day. Cadet Leadership Enrichment Seminar (CLES). 0(0). This program is held for the cadet wing leadership and other cadet leaders across the Academy an,review suggested_period_count against COI
c112f94f-1b39-481a-bf98-6a7c435e2437,Phy Ed 252,Intercollegiate Sports,,2,low,Space 252 | Basic Space Operations 2 | 0(2),,,ticular expertise on the topic of research. This course combines the tutorial aspect of an independent study (Pol Sci 499) with seminar on applied research methods. Cadets will meet individually or in seminar in accordance with a schedule determined by the course director. Formulation of thesis and research normally,review suggested_period_count against COI
f5bfc030-b786-42f0-94a5-cfe251e0ab7a,Phy Ed 315,Combatives II,,1,low,Aero Engr 315 | Fundamentals of Aeronautics | 3(1),Creat Art 315 | Drawing and Visual Design | 3(1),ECE 315 | Principles of Air Force Electronic and Cyber Systems | 3(1),Leading People Exhibit sound decision-making while appreciating and motivating others with respect and empathy. USAFA will consider the following as a minimum when leading people: Quality 9: Exhibit effective team leadership by exercising emotional intelligence rooted in self-awareness and empathy in appropriately m,review suggested_period_count against COI
dd80e70a-cde5-468d-82d4-c9b547d785bc,Phy Ed 340,Racquetball,,1,low,Creat Art 340 | Fiction and Future Conflict | 3(1),Econ 340 | Economics of Inequality | 3(1),English 340 | Genre and Form | 3(1),"appropriate stages in compiler implementation. Topics include finite automata, formal language theory, grammars, scanners, parsing techniques, code generation, symbol tables, and run-time storage allocation. Students will design and implement a syntax-directed compiler for a high-order programming language. Final exam. Pre",review suggested_period_count against COI
8490f187-6c8e-4ad1-9ccb-1c1204a130d8,Phy Ed 341,Tennis,,1,low,Aero Engr 341 | Aeronautical Fluid Dynamics | 3(1),Engr 341 | Linear Systems Analysis and Design | 3(1),History 341 | American Regional Identities | 3(1),"5: Improving the Unit Understanding that organizations are complex systems, demonstrate unit improvement by using and creating tools to influence and develop others and facilitate responsible innovation. USAFA graduates will consider the following as a minimum when working to improve their unit: Quality 14: Engage in st",review suggested_period_count against COI
5b07e641-0b6a-405e-8ef6-dcb4acbbe76a,Phy Ed 342,Golf,,2,low,Aero Engr 342 | Computational Aerodynamics | 3(2),Engr 342 | Linear Control System Analysis and Design | 3(2),History 342 | Early Modern Warfare in the Atlantic World | 3(1),innovation. Quality 16: Apply foundational principles of teamwork to maximize mission accomplishment. APPENDIX 2: COURSE DESCRIPTIONS Descriptions of courses offered are listed here by subject in alphabetical order. Course numbers have a general meaning. The first digit of a course number normally indicates the,review suggested_period_count against COI
52f44060-6a37-4897-9551-5bea638ff6e2,Phy Ed 343,Indoor Rock Climbing,,1,low,ECE 343 | Electromagnetics | 3(1),History 343 | The American Revolution | 3(1),"MSS 343 | Foundations of Joint Air, Space, and Cyber Strategy | 3(1)","elops understanding and familiarity with defense economics by introducing cadets to both the government and industry perspective, with an emphasis on using applied economic research to explore and assess relevant real-world case studies from the national security and national defense domains. This is a course",review suggested_period_count against COI
735fa4a4-3d5c-4951-a8cb-ea0266d41878,Phy Ed 344,Yoga,,2,low,Chem 344 | Instrumental Analysis | 4(2),History 344 | The American Civil War | 3(1),Math 344 | Applied Linear Algebra | 3(1),"y and staff; and 1,000+ guests, students, and faculty from military academies and universities across the nation and around the world. This nationally recognized forum ties together distinguished scholars, military leaders, and corporate executives with a popular student consortium to explore character and leadershi",review suggested_period_count against COI
494a5abb-f575-4515-84d4-28f45f1e6db8,Phy Ed 345,Advanced Physical Development,,1,low,Beh Sci 345 | The Psychology of Learning | 3(1),Biology 345 | Aerospace Physiology | 3(1),English 345 | Digital Humanities | 3(1),"ion-100, Armnshp251 and/or Armnshp 201 are highly desired and normally contribute to selection. Sem hrs: 0 fall, spring, or summer. Aviation 400, Introduction to T-6 Operations. Elective. 0(2xx) Seats are extremely limited, and homework completion is mandatory/assessed daily…for seriously interested cadets only. Virtua",review suggested_period_count against COI
1ce6eea7-91c0-420f-b7b1-c40fa84c0768,Phy Ed 346,Pickleball,,1,low,ECE 346 | Engineering Mathematics with ECE Applications | 3(1),Engr 346 | Engineering Mathematics with Applications | 3(1),History 346 | Great Americans | 3(1),"national defense domains. This is a course designed primarily for first-class cadets. Final project. Prereq: Econ 333 or Econ 423; C1C standing in the Economics major, or department approval. Sem hrs: 3 spring. Econ 481. Applied Economic Research Capstone I. 3(1). Students will conduct an applied economic research project that u",review suggested_period_count against COI
f7586df9-3e56-4b2c-bae1-42cddcd51515,Phy Ed 347,Self-Protection,,1,low,History 347 | Power to the People: American Culture in the 1960s and 1970s | 3(1),,,"urvey of the roots of modern warfare. Final exam and/or final project. Prereq: History 100. Sem hrs: 3 fall of even-numbered years. History 326. The Rise of Gunpowder: The Western Way of War from 1618-1905. 3(1). Cadets will develop a greater understanding of the Western profession of arms as it evolved through times dominated by mercenaries, armed",review suggested_period_count against COI
7641596c-fbd7-471e-99ea-60f2b16c70fc,Phy Ed 348,Marksmanship,,1,low,ECE 348 | Telecommunication Principles | 3(1),,,director may require students to identify a project before enrolling in the course. This is a capstone course designed primarily for first-class cadets. Final project. Prereq: C1C standing in the Economics major or course director approval. Sem hrs: 3 fall. Econ 482. Applied Economic Research Capstone II. 3(1).,review suggested_period_count against COI
99736e53-3cfd-4d69-96ca-01c4a58f08df,Phy Ed 352,Intercollegiate Sports,,1,low,Aero Engr 352 | Aircraft Dynamic Stability and Control | 3(1),Beh Sci 352 | Social Psychology | 3(1),"Civ Engr 352 | Lightweight Concrete Design, Analysis, and Construction | 3(2)","er Lesson (every other day) Two 53-minute periods per Lesson (one every day) Two 53-minute periods per Lesson (one every day) for part of a semester One 113-minute period each odd Lesson, each even Lesson, or once per week One 113-minute period per Lesson (every other day) for part of a semester One 173-minute period per Lesson (eve",review suggested_period_count against COI
e209559b-767e-4237-ac55-d62960dca533,Phy Ed 452,Intercollegiate Sports,,2,low,Civ Engr 452 | Civil Engineering Capstone 2 | 3(2),Geo 452 | Physical Geography of Volcanic Landscapes | 3(1),Meteor 452 | Mesoscale Meteorology | 3(1),"loyed green engineering principles, metrics, and evaluation techniques. Topics will be developed using case studies framed in the context of the UN Sustainable Development Goals and the Triple Bottom Line. At the conclusion of the course, students will be able to integrate and advocate for sustainability principles in plans an",review suggested_period_count against COI
68f84e8f-247b-4c7e-969d-2b3795941072,Phy Ed 477,Independent Exercise. 0.5(2xx),,1,low,Mgt 477 | Operations & Project Management | 3(1),Pol Sci 477 | Politics of the Middle East | 3(1),,"or final project. Prereq: None. Sem hrs: 3 spring. Mgt 382. Investments. 3(1). This course introduces financial markets, investment vehicles (stocks, bonds, mutual funds, and derivatives), and retirement planning. Specific topics include time value of money, risk and return, valuation, portfolio mathematics, behavi",review suggested_period_count against COI
af60aabb-07f6-435f-b841-22deb3f1efad,Phy Ed 479,Cadet Instructor. 0.5(2xx),,2,low,Space 479 | Cadet Space Operations Squadron | 0(2),Pol Sci 479 | Politics of Sub-Saharan Africa | 3(1),,"fessional development, critical thinking, and reading for pleasure. Course readings will be drawn from the American canon, peer-reviewed journals, current events, and other primary sources to address the goals of cultural and language immersion with an emphasis on the profession of arms. Overall course goals include increasing",review suggested_period_count against COI
69c8a51a-0c0b-418d-a60f-ded7775086b0,Phy Ed 484,Volleyball,,2,low,ECE 484 | Advanced Digital System Design | 3(2),Pol Sci 484 | The American Presidency | 3(1),,"oted to developing effective telecommunication engineering practices, emphasizing the ability to overcome common challenges, including noise, propagation delay, and channel security. This course is not intended for ECE majors. Final exam. Prereq: ECE 315. Sem hrs: 3 fall. ECE 360. Instrumentation Systems. 3(1). Pr",review suggested_period_count against COI
f6d4e40f-2af5-473e-8e3f-b5012beac43e,Phy Ed 486,Basketball,,1,low,Physics 486 | Astrophysics | 3(1),Smr Rsch 486 | Summer Research Leadership with Summer Break | 0(0),,sics. Course emphasizes the use of vectors and calculus in problem solving. Course includes in-class laboratories and computer applications to highlight key concepts. Highly desirable for course to be taken in the semester immediately following the successful completion of Physics 110. Final exam. Prereq:,review suggested_period_count against COI
35d4f8c3-3517-4369-98b1-3210b25adc34,Phy Ed 487,Soccer,,1,low,ECE 487 | Advanced Robotics | 3(1),,,"rovides a broad understanding of microcontroller systems and embedded programming practices. The microcontroller and programming principles presented provide a foundation that can be used in other courses to simplify and improve projects. Includes design, application, interfacing, assembly language, C program",review suggested_period_count against COI
a00683eb-81be-4e92-b1e8-c9a4bd5905a2,Phy Ed 488,Softball,,1,low,Civ Engr 488 | Pavement Design and Rehabilitation | 3(1),Geo 488 | Geospatial Intelligence | 3(1),Smr Rsch 488 | Summer Research In Lieu Of Summer Break and Over Graduation Activities | 0(0),"signed to a team, and either conduct research, design, or design and build for their project. Work will require application of engineering methods to define the problem, analyze alternatives, and select the best alternative to solve the problem. Work on this problem will continue in the next course: Civ Engr 452. Coreq: One of the",review suggested_period_count against COI
41db99f4-eb9d-492f-9dc4-40fcec83d9ff,Phy Ed 489,Advanced Water Survival,,1,low,English 489 | Capstone Research | 1.5(1),,,"iders communication through informative and persuasive speaking/writing; the advanced study of oral and/or written argumentation in a range of academic and professional registers to include a review of argumentation theory and readings in communication, cultural, and critical studies; and/or linguistics, rhetoric and",review suggested_period_count against COI
